City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
444,havoysund,70.9963,24.6622,279.28,98,100,12.82,NO,1681865684
445,sainte-maxime,43.3,6.6333,289.04,58,7,2.48,FR,1681865684
446,ixtapa,20.7,-105.2,298.28,80,92,2.24,MX,1681865684
447,zhanakorgan,43.9098,67.2495,278.49,40,0,4.4,KZ,1681865684
448,abidjan,5.3094,-4.0197,302.13,94,40,3.09,CI,1681865685
449,filiatra,37.15,21.5833,285.76,79,73,4.55,GR,1681865685
450,riyadh,24.6877,46.7219,295.23,55,100,4.86,SA,1681865434
451,hagonoy,14.8321,120.7336,304.92,68,46,1.35,PH,1681865685
452,diffa,13.3154,12.6113,301.99,12,5,0.21,NE,1681865686
453,yavas,54.4159,42.8491,278.81,66,21,0.16,RU,1681865686
454,pedernales,18.0384,-71.744,298.57,76,21,1.2,DO,1681865686
455,indian head,38.6001,-77.1622,292.14,28,0,2.57,US,1681865686
456,srednekolymsk,67.45,153.6833,269.2,86,100,3.0,RU,1681865687
457,airai,-8.9266,125.4092,291.29,89,77,1.1,TL,1681865687
458,luwuk,-0.9516,122.7875,302.45,74,71,1.02,ID,1681865688
459,verkhnevilyuysk,63.4453,120.3167,268.72,87,73,2.44,RU,1681865688
460,pipri,19.8,75.5333,301.61,30,10,2.66,IN,1681865689
461,la libertad,-2.2333,-80.9,299.76,80,89,2.19,EC,1681865689
462,campoverde,-8.4753,-74.8058,300.98,80,100,1.19,PE,1681865689
463,ambon,-3.6954,128.1814,303.23,79,40,1.54,ID,1681865580
464,diu,20.7141,70.9822,300.09,52,37,1.68,IN,1681865690
465,cumberland,35.0502,-78.8664,294.43,38,0,3.09,US,1681865690
466,trenggalek,-8.05,111.7167,300.22,81,64,1.45,ID,1681865690
467,kabalo,-6.05,26.9167,292.57,98,100,1.46,CD,1681865690
468,sumbe,-11.2061,13.8437,299.7,80,100,2.5,AO,1681865691
469,saint-medard-en-jalles,44.8969,-0.7214,282.27,81,0,1.54,FR,1681865691
470,wawa,9.9022,4.4192,299.57,73,100,2.31,NG,1681865691
471,tual,-5.6667,132.75,301.0,75,51,3.14,ID,1681865692
472,cotonou,6.3654,2.4183,302.14,79,20,4.63,BJ,1681865692
473,kachug,53.9606,105.8817,269.42,30,0,3.61,RU,1681865692
474,agropoli,40.3469,14.9966,284.31,86,42,1.12,IT,1681865692
475,andra,62.5147,65.8878,258.57,98,92,1.3,RU,1681865693
476,quanzhou,24.9139,118.5858,298.31,84,99,4.54,CN,1681865693
477,brigantine,39.4101,-74.3646,287.05,61,0,4.12,US,1681865693
478,neiafu,-18.65,-173.9833,300.53,83,75,5.14,TO,1681865693
479,axim,4.8699,-2.2405,299.97,85,100,1.81,GH,1681865694
480,iquitos,-3.7481,-73.2472,300.17,78,40,0.51,PE,1681865694
481,bolnisi,41.4479,44.5384,283.92,83,100,0.83,GE,1681865694
482,trincomalee,8.5711,81.2335,299.21,85,10,3.53,LK,1681865694
483,zhezkazgan,47.8043,67.7144,271.14,59,0,3.0,KZ,1681865694
484,proddatur,14.7333,78.55,300.09,40,5,1.75,IN,1681865695
485,hualmay,-11.0964,-77.6139,297.22,80,73,4.71,PE,1681865695
486,antofagasta,-23.65,-70.4,290.75,81,42,2.33,CL,1681865529
487,novodugino,55.6305,34.2842,279.37,83,91,3.1,RU,1681865695
488,kendari,-3.945,122.4989,301.43,79,73,0.42,ID,1681865695
489,koumac,-20.5667,164.2833,299.89,71,30,4.72,NC,1681865696
490,kualakapuas,-3.0091,114.3876,300.09,89,100,1.02,ID,1681865696
491,trinidad,-14.8333,-64.9,297.66,90,100,1.73,BO,1681865696
492,north platte,41.1239,-100.7654,299.09,29,0,8.75,US,1681865696
493,bulalacao,12.3254,121.3435,302.08,74,44,5.13,PH,1681865697
494,kaiyuan,23.6977,103.3037,297.73,28,0,0.93,CN,1681865697
495,kigali,-1.95,30.0588,290.86,100,75,1.54,RW,1681865697
496,maceio,-9.6658,-35.7353,298.84,94,0,2.06,BR,1681865697
497,ferme-neuve,46.7001,-75.4493,275.46,95,100,4.33,CA,1681865697
498,kvarkeno,52.0833,59.725,277.17,72,100,2.93,RU,1681865698
499,namibe,-15.1961,12.1522,299.52,67,91,1.11,AO,1681865654
500,kobayashi,31.9833,130.9833,293.87,69,100,1.63,JP,1681865698
501,muisne,0.6,-80.0333,299.5,84,100,1.28,EC,1681865698
502,eichstatt,48.8833,11.1833,280.97,87,75,2.06,DE,1681865699
503,roma,43.2128,-75.4557,277.25,81,100,4.63,US,1681865699
504,chippewa falls,44.9369,-91.3929,283.58,37,0,3.6,US,1681865699
505,kieta,-6.2167,155.6333,302.98,62,19,2.1,PG,1681865699
506,rio gallegos,-51.6226,-69.2181,281.18,100,100,4.12,AR,1681865487
507,masumbwe,-3.6333,32.1833,289.79,96,27,1.3,TZ,1681865700
508,amahai,-3.3333,128.9167,301.97,73,70,0.37,ID,1681865700
509,ahuimanu,21.4447,-157.8378,299.18,76,75,7.72,US,1681865700
510,gazli,40.1333,63.45,280.68,38,31,7.62,UZ,1681865700
511,shingu,33.7333,135.9833,293.22,82,100,2.1,JP,1681865701
512,bardiyah,31.7561,25.0865,288.81,76,100,5.33,LY,1681865701
513,arlit,18.7369,7.3853,300.96,7,4,4.62,NE,1681865701
514,zhangjiakou,40.81,114.8794,289.25,29,71,3.04,CN,1681865702
515,santiago del estero,-27.7951,-64.2615,292.29,68,0,1.32,AR,1681865702
516,puerto baquerizo moreno,-0.9,-89.6,299.42,80,97,2.35,EC,1681865702
517,port keats,-14.25,129.55,298.95,47,28,4.44,AU,1681865703
518,roald,62.5833,6.1333,280.56,93,100,3.6,NO,1681865703
519,nizhniy odes,63.6445,54.856,262.6,98,71,0.89,RU,1681865704
520,progreso,21.2833,-89.6667,300.21,67,0,8.26,MX,1681865704
521,alugan,12.2188,125.4808,301.33,80,16,3.3,PH,1681865705
522,genhe,50.7833,121.5167,277.67,40,100,3.33,CN,1681865705
523,kahului,20.8947,-156.47,301.16,51,20,8.23,US,1681865705
524,ormara,25.2088,64.6357,299.24,60,97,3.76,PK,1681865706
525,makakilo city,21.3469,-158.0858,298.53,76,20,8.23,US,1681865706
526,deputatskiy,69.3,139.9,260.85,87,100,1.62,RU,1681865706
527,grand forks,47.9417,-97.4337,282.11,40,40,6.17,US,1681865707
528,ekhabi,53.5102,142.9671,277.39,73,53,1.28,RU,1681865707
529,bonoua,5.2741,-3.595,301.94,91,81,1.42,CI,1681865707
530,mariental,-24.6333,17.9667,296.4,34,53,3.7,NA,1681865708
531,okato,-39.2,173.8833,292.14,99,100,5.99,NZ,1681865708
532,los llanos de aridane,28.6585,-17.9182,289.33,81,0,1.79,ES,1681865708
533,khairpur nathan shah,27.0936,67.7337,298.96,38,100,3.63,PK,1681865709
534,kodino,63.7198,39.6447,266.56,98,40,0.61,RU,1681865709
535,chenghai,23.4632,116.768,300.1,83,75,2.0,CN,1681865709
536,kikwit,-5.041,18.8162,295.36,90,98,1.45,CD,1681865710
537,christchurch,-43.5333,172.6333,291.71,77,75,5.66,NZ,1681865652
538,banda aceh,5.5577,95.3222,301.09,76,98,4.08,ID,1681865710
539,gresham,45.4982,-122.4315,282.12,77,97,4.92,US,1681865460
540,malanje,-9.5402,16.341,290.19,98,27,1.62,AO,1681865654
541,karratha,-20.7377,116.8463,299.73,27,8,9.96,AU,1681865711
542,taunggyi,20.7833,97.0333,297.46,42,0,0.42,MM,1681865712
543,vagur,61.4732,-6.8119,280.92,85,15,7.08,FO,1681865712
544,porteirinha,-15.7433,-43.0283,297.36,63,7,0.73,BR,1681865594
545,ilo,-17.6394,-71.3375,293.64,83,100,2.8,PE,1681865713
546,sinnamary,5.3833,-52.95,297.29,90,100,1.64,GF,1681865713
547,richards bay,-28.783,32.0377,291.04,85,0,3.57,ZA,1681865714
548,falam,22.9167,93.6833,296.95,33,0,1.01,MM,1681865714
549,samur,41.8253,48.486,281.43,87,21,1.86,RU,1681865714
550,noumea,-22.2763,166.4572,302.04,99,45,3.52,NC,1681865714
551,inirida,3.8653,-67.9239,296.85,93,20,0.85,CO,1681865715
552,tres lagoas,-20.7511,-51.6783,296.38,90,100,4.57,BR,1681865715
